asset_id,hostname,classe,tipo_ativo,so_produto,criticidade,ambiente,status,app_produto,classe_encoded,criticidade_encoded,ambiente_encoded,qtd_cves_total,qtd_cves_aplicaveis,cvss_score_medio,cvss_score_max,cvss_score_std,qtd_critical,qtd_high,qtd_medium,qtd_low,pct_critical_high,qtd_cwes_distintos,pct_aplicaveis,PC1,PC2,PC3,cluster
ASSET-0033,SRVAPP-WIN-033,Servidor,Servidor de Aplicação,Windows Server 2019,BAIXA,Produção,Ativo,Cisco IOS XE Software,1,1,3,728.0,394.0,7.23,10.0,1.12,7.0,268.0,116.0,3.0,69.8,50.0,54.1,1.3612558267754773,0.8631951660515077,0.4601527719056638,0
ASSET-0034,SRVAPP-WIN-034,Servidor,Servidor de Aplicação,Windows Server 2022,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,761.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,93.6,2.601894916300311,-0.1732238917257855,1.159801521371926,0
ASSET-0035,SRVAPP-WIN-035,Servidor,Servidor de Aplicação,Windows Server 2022,MÉDIA,Produção,Ativo,Oracle Java SE,1,2,3,726.0,723.0,7.23,9.9,1.17,8.0,479.0,231.0,5.0,67.4,65.0,99.6,2.6683114772644085,-0.247924010141248,1.1554875150889292,0
ASSET-0036,SRVAPP-WIN-036,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 7,MÉDIA,Desenvolvimento,Ativo,Oracle Java SE,1,2,1,133.0,11.0,6.73,8.6,1.37,0.0,6.0,5.0,0.0,54.5,0.0,8.3,-1.387518898371307,2.369731016322122,-1.281726863616651,1
ASSET-0037,SRVAPP-WIN-037,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,ALTA,Produção,Ativo,MySQL Server,1,3,3,272.0,10.0,4.9,6.5,0.62,0.0,0.0,10.0,0.0,0.0,1.0,3.7,-2.8442023099240754,0.8256365209297173,1.0116783530479634,2
ASSET-0038,SRVAPP-WIN-038,Servidor,Servidor de Aplicação,Windows Server 2019,MÉDIA,Produção,Em manutenção,Oracle Java SE,1,2,3,698.0,695.0,7.23,9.9,1.18,7.0,461.0,222.0,5.0,67.3,62.0,99.6,2.4850957115886136,-0.1280207070817067,1.0684333399403585,0
ASSET-0039,SRVAPP-WIN-039,Servidor,Servidor de Aplicação,Windows Server 2025,ALTA,Produção,Em manutenção,FortiWeb,1,3,3,792.0,776.0,7.22,9.9,1.15,10.0,522.0,239.0,5.0,68.6,71.0,98.0,3.008535652826336,-0.4908883255602214,1.8082118711474864,0
ASSET-0040,SRVAPP-WIN-040,Servidor,Servidor de Aplicação,Windows Server 2022,BAIXA,Produção,Ativo,FortiOS,1,1,3,748.0,63.0,7.25,9.8,1.09,1.0,47.0,14.0,1.0,76.2,24.0,8.4,-0.5582568562875303,2.2821174607803307,-0.112646224539273,1
ASSET-0041,SRVAPP-WIN-041,Servidor,Servidor de Aplicação,Windows Server 2022,ALTA,Produção,Ativo,FortiWeb,1,3,3,728.0,59.0,7.42,9.8,0.86,1.0,47.0,11.0,0.0,81.4,21.0,8.1,-0.7176952688940593,2.132156312991216,0.8427094806667911,1
ASSET-0042,SRVAPP-WIN-042,Servidor,Servidor de Aplicação,Windows Server 2025,BAIXA,Produção,Em manutenção,Oracle Java SE,1,1,3,790.0,509.0,7.17,9.9,1.1,7.0,345.0,153.0,4.0,69.2,55.0,64.4,1.7230466976366283,0.4999834457336046,0.5404607909872831,0
ASSET-0043,SRVAPP-WIN-043,Servidor,Servidor de Aplicação,Linux,BAIXA,Produção,Ativo,Cisco IOS XE Software,1,1,3,2701.0,44.0,6.96,10.0,1.36,2.0,21.0,21.0,0.0,52.3,0.0,1.6,-0.998874360772804,2.474925944927638,-0.1921414896148107,1
ASSET-0044,SRVAPP-WIN-044,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,ColdFusion,1,3,3,228.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,6.6,-0.6454189261959268,2.3618586473002923,0.8664759080525957,1
ASSET-0045,SRVAPP-WIN-045,Servidor,Servidor de Aplicação,Windows Server 2025,MÉDIA,Produção,Ativo,FortiOS,1,2,3,812.0,498.0,7.18,9.9,1.1,7.0,339.0,148.0,4.0,69.5,55.0,61.3,1.6493283319187892,0.5290484386275968,1.0105347042451325,0
ASSET-0046,SRVAPP-WIN-046,Servidor,Servidor de Aplicação,Windows Server 2022,MÉDIA,Desenvolvimento,Descomissionado,Junos OS,1,2,1,776.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,91.8,2.549692944736618,-0.1780418028525063,-0.2974851856625564,0
ASSET-0047,SRVAPP-WIN-047,Servidor,Servidor de Aplicação,Windows Server 2025,ALTA,Homologação,Ativo,SAP NetWeaver Application Server for ABAP,1,3,2,783.0,505.0,7.17,9.9,1.11,8.0,340.0,153.0,4.0,68.9,58.0,64.5,1.759054604143612,0.4001221617789207,0.816595920797455,0
ASSET-0048,SRVAPP-WIN-048,Servidor,Servidor de Aplicação,Windows Server 2019,MÉDIA,Produção,Ativo,Db2,1,2,3,698.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,98.0,2.453816756359368,-0.0922435197610506,1.0656211467720005,0
ASSET-0049,SRVAPP-WIN-049,Servidor,Servidor de Aplicação,Red Hat Enterprise Linux 9,MÉDIA,Desenvolvimento,Ativo,FortiOS,1,2,1,213.0,3.0,5.33,6.3,0.95,0.0,0.0,3.0,0.0,0.0,3.0,1.4,-2.6310157836239254,1.1775738634272312,-0.978695338384475,1
ASSET-0050,SRVAPP-WIN-050,Servidor,Servidor de Aplicação,Windows Server 2022,BAIXA,Produção,Ativo,curl,1,1,3,728.0,715.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,98.2,2.673341844121704,-0.1966636473025849,0.6814435786860403,0
ASSET-0051,SRVDB-WIN-001,Servidor,Servidor de Banco de Dados,Windows Server 2022,BAIXA,Produção,Ativo,Db2,1,1,3,726.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,98.1,2.669355891105377,-0.1922536201509077,0.6818725606076232,0
ASSET-0052,SRVDB-WIN-002,Servidor,Servidor de Banco de Dados,Windows Server 2019,ALTA,Homologação,Descomissionado,Cisco IOS XE Software,1,3,2,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.686324536110856,-0.29955824636432,0.9283458509208375,0
ASSET-0053,SRVDB-WIN-003,Servidor,Servidor de Banco de Dados,Windows Server 2022,BAIXA,Homologação,Ativo,Db2,1,1,2,726.0,64.0,7.32,9.8,0.92,1.0,48.0,15.0,0.0,76.6,24.0,8.8,-0.6540381293011709,2.133481660473556,-0.813219786267849,1
ASSET-0054,SRVDB-WIN-004,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Em manutenção,MySQL Server,1,3,3,2752.0,9.0,4.96,6.5,0.63,0.0,0.0,9.0,0.0,0.0,0.0,0.3,-2.871518369589633,0.8799297869861235,1.0081658029224867,2
ASSET-0055,SRVDB-WIN-005,Servidor,Servidor de Banco de Dados,Windows Server 2019,MÉDIA,Produção,Em manutenção,FortiWeb,1,2,3,700.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,97.7,2.45142101051381,-0.0895896835500411,1.0661070240073198,0
ASSET-0056,SRVDB-WIN-006,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,Oracle Java SE,1,3,3,193.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,-3.412474154501659,0.1445344448072185,1.1726504239131437,2
ASSET-0057,SRVDB-WIN-007,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Ativo,,1,3,3,2657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0058,SRVDB-WIN-008,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,ColdFusion,1,3,3,228.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,6.6,-0.6454189261959268,2.3618586473002923,0.8664759080525957,1
ASSET-0059,SRVDB-WIN-009,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 7,ALTA,Produção,Ativo,FortiOS,1,3,3,155.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,-3.39945900659368,0.1387731771826396,1.1775506040490509,2
ASSET-0060,SRVDB-WIN-010,Servidor,Servidor de Banco de Dados,Windows Server 2019,CRÍTICA,Produção,Ativo,Oracle Java SE,1,4,3,698.0,361.0,7.25,9.9,1.09,5.0,253.0,100.0,3.0,71.5,50.0,51.7,0.9996589175964312,0.9512090833417288,1.757574315133009,0
ASSET-0061,SRVDB-WIN-011,Servidor,Servidor de Banco de Dados,Windows Server 2022,ALTA,Desenvolvimento,Ativo,curl,1,3,1,728.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,97.8,2.5660830745260848,-0.2518963418127177,0.163438071865558,0
ASSET-0062,SRVDB-WIN-012,Servidor,Servidor de Banco de Dados,Windows Server 2022,BAIXA,Produção,Em manutenção,Db2,1,1,3,726.0,717.0,7.23,9.9,1.17,8.0,474.0,230.0,5.0,67.2,66.0,98.8,2.6886700886943578,-0.2148904945669845,0.6873907490227846,0
ASSET-0063,SRVDB-WIN-013,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,MÉDIA,Produção,Descomissionado,SAP NetWeaver Application Server for ABAP,1,2,3,184.0,8.0,6.02,9.6,1.88,1.0,1.0,6.0,0.0,25.0,5.0,4.3,-1.2628411554167065,2.556627259965574,0.2211239355265251,1
ASSET-0064,SRVDB-WIN-014,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,BAIXA,Desenvolvimento,Ativo,Db2,1,1,1,191.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.4623244741222496,0.0562539095346764,-1.2006643060531486,2
ASSET-0065,SRVDB-WIN-015,Servidor,Servidor de Banco de Dados,Windows Server 2019,ALTA,Homologação,Ativo,Cisco IOS XE Software,1,3,2,728.0,728.0,7.22,10.0,1.19,9.0,476.0,238.0,5.0,66.6,62.0,100.0,2.686324536110856,-0.29955824636432,0.9283458509208375,0
ASSET-0066,SRVDB-WIN-016,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,BAIXA,Produção,Ativo,FortiOS,1,1,3,215.0,4.0,4.8,6.3,1.27,0.0,0.0,3.0,1.0,0.0,4.0,1.9,-2.430119460738416,1.4010758732771875,-0.0274011291329608,1
ASSET-0067,SRVDB-WIN-017,Servidor,Servidor de Banco de Dados,Windows Server 2025,ALTA,Produção,Ativo,FortiWeb,1,3,3,792.0,776.0,7.22,9.9,1.15,10.0,522.0,239.0,5.0,68.6,71.0,98.0,3.008535652826336,-0.4908883255602214,1.8082118711474864,0
ASSET-0068,SRVDB-WIN-018,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Ativo,FortiWeb,1,3,3,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0069,SRVDB-WIN-019,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,MÉDIA,Desenvolvimento,Ativo,curl,1,2,1,193.0,4.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.1,-3.477884578999827,0.0177968865879309,-0.732881871916822,2
ASSET-0070,SRVDB-WIN-020,Servidor,Servidor de Banco de Dados,Linux,ALTA,Desenvolvimento,Ativo,Db2,1,3,1,2671.0,5.0,6.24,7.8,1.09,0.0,1.0,4.0,0.0,20.0,3.0,0.2,-2.1227929422958907,1.7416157119380082,-0.634652327821789,1
ASSET-0071,SRVDB-WIN-021,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,FortiOS,1,3,3,215.0,1.0,4.8,4.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.4002575885421997,0.1396577892529761,1.1777125631274907,2
ASSET-0072,SRVDB-WIN-022,Servidor,Servidor de Banco de Dados,Windows Server 2022,MÉDIA,Desenvolvimento,Em manutenção,FortiWeb,1,2,1,728.0,712.0,7.24,9.9,1.17,8.0,473.0,226.0,5.0,67.6,65.0,97.8,2.59760786164778,-0.2311185270726968,-0.3072027303689497,0
ASSET-0073,SRVDB-WIN-023,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,ALTA,Produção,Ativo,FortiWeb,1,3,3,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0074,SRVDB-WIN-024,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,ALTA,Homologação,Ativo,,1,3,2,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.483910829509183,-1.1108607903438013,0.7207287105138449,2
ASSET-0075,SRVDB-WIN-025,Servidor,Servidor de Banco de Dados,Windows Server 2019,MÉDIA,Produção,Ativo,FortiWeb,1,2,3,700.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,97.7,2.45142101051381,-0.0895896835500411,1.0661070240073198,0
ASSET-0076,SRVDB-WIN-026,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 8,CRÍTICA,Homologação,Em manutenção,SAP NetWeaver Application Server ABAP,1,4,2,184.0,4.0,6.25,8.5,1.72,0.0,1.0,3.0,0.0,25.0,3.0,2.2,-1.645503561626061,2.371887625506747,0.4172070281564872,1
ASSET-0077,SRVDB-WIN-027,Servidor,Servidor de Banco de Dados,Linux,CRÍTICA,Produção,Ativo,Junos OS,1,4,3,2721.0,8.0,6.1,7.5,0.74,0.0,1.0,7.0,0.0,12.5,8.0,0.3,-2.3739965397207463,1.2977838403929856,1.413526954432751,1
ASSET-0078,SRVDB-WIN-028,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,BAIXA,Produção,Ativo,FortiWeb,1,1,3,193.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.4244969776319047,0.0769948379274544,0.2595376643932521,2
ASSET-0079,SRVDB-WIN-029,Servidor,Servidor de Banco de Dados,Red Hat Enterprise Linux 9,CRÍTICA,Desenvolvimento,Ativo,FortiOS,1,4,1,213.0,1.0,4.4,4.4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,-3.5568988354873343,-0.0060795346853857,0.2112581006503747,2
ASSET-0080,SRVDB-WIN-030,Servidor,Servidor de Banco de Dados,Windows Server 2019,MÉDIA,Homologação,Em manutenção,FortiWeb,1,2,2,700.0,684.0,7.24,9.9,1.18,7.0,455.0,217.0,5.0,67.5,62.0,97.7,2.4325072622686377,-0.0999601477464301,0.3360060387841196,0
ASSET-0081,SRVDB-WIN-031,Servidor,Servidor de Banco de Dados,Linux,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,2706.0,15.0,8.01,9.1,1.15,4.0,7.0,4.0,0.0,73.3,8.0,0.6,-0.6618090559853931,2.435713186260504,0.4055526505244812,1
ASSET-0082,SRVDB-WIN-032,Servidor,Servidor de Banco de Dados,Windows Server 2019,ALTA,Produção,Ativo,curl,1,3,3,700.0,350.0,7.27,9.9,1.08,5.0,247.0,95.0,3.0,72.0,50.0,50.0,0.9979094464016872,1.0039822407838304,1.2852901293323329,0
ASSET-0083,SRVDB-WIN-033,Servidor,Servidor de Banco de Dados,Windows Server 2019,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,698.0,361.0,7.25,9.9,1.09,5.0,253.0,100.0,3.0,71.5,50.0,51.7,1.0942332789615166,1.013542527561791,0.3456519084294859,0
ASSET-0084,SRVDB-WIN-034,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Ativo,ColdFusion,1,3,3,2706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0085,SRVDB-WIN-035,Servidor,Servidor de Banco de Dados,Linux,ALTA,Produção,Ativo,FortiWeb,1,3,3,2673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.464997081264011,-1.1004903261474124,1.450829695737045,2
ASSET-0086,SRVWEB-WIN-001,Servidor,Servidor Web,Red Hat Enterprise Linux 9,BAIXA,Produção,Ativo,Oracle Java SE,1,1,3,191.0,10.0,6.5,8.6,1.58,0.0,5.0,5.0,0.0,50.0,1.0,5.2,-1.2916747835008031,2.5450482473980864,-0.3066837993046437,1
ASSET-0087,SRVWEB-WIN-002,Servidor,Servidor Web,Windows Server 2025,MÉDIA,Produção,Ativo,ColdFusion,1,2,3,825.0,513.0,7.21,9.9,1.11,11.0,346.0,152.0,4.0,69.6,58.0,62.2,2.094711605647173,0.3047050707731876,1.248975006546842,0
